frame,fss_sent_centric,sent_id,sentence,word
judgment_communication,0.0913939860737,FNC-1293,"While many gambling halls opened Downtown in the 1930s and early 1940s , only two were built on the stretch of old Los Angeles Highway that ultimately became the Strip .",halls
building,0.0153937117822,FNC-2153,"That era is gone now , but other elements of the island 's old life are preserved .",preserved
communication,0.00524793497654,FNC-2153,"That era is gone now , but other elements of the island 's old life are preserved .",preserved
cause_to_start,0.0,FNC-2153,"That era is gone now , but other elements of the island 's old life are preserved .",preserved
people,0.0,FNC-2153,"That era is gone now , but other elements of the island 's old life are preserved .",preserved
food,0.0,FNC-2153,"That era is gone now , but other elements of the island 's old life are preserved .",preserved
protecting,0.598959914606,FNC-2153,"That era is gone now , but other elements of the island 's old life are preserved .",preserved
employing,0.0,FNC-2153,"That era is gone now , but other elements of the island 's old life are preserved .",preserved
travel,0.0,FNC-2153,"That era is gone now , but other elements of the island 's old life are preserved .",preserved
state_of_entity,0.0862056179516,FNC-2153,"That era is gone now , but other elements of the island 's old life are preserved .",preserved
cause_to_continue,0.189409027114,FNC-2153,"That era is gone now , but other elements of the island 's old life are preserved .",preserved
preserving,0.69423056841,FNC-2153,"That era is gone now , but other elements of the island 's old life are preserved .",preserved
coming_up_with,0.0,FNC-2153,"That era is gone now , but other elements of the island 's old life are preserved .",preserved
defend,0.088053188696,FNC-2153,"That era is gone now , but other elements of the island 's old life are preserved .",preserved
taking_sides,0.0,FNC-2153,"That era is gone now , but other elements of the island 's old life are preserved .",preserved
leadership,0.00541118291659,FNC-3155,"Thousands of people arrived with little more than the clothes they wore , putting great strain on the resources of the islands .",wore
have_associated,0.148741269027,FNC-3155,"Thousands of people arrived with little more than the clothes they wore , putting great strain on the resources of the islands .",wore
connectors,0.0694352236949,FNC-3155,"Thousands of people arrived with little more than the clothes they wore , putting great strain on the resources of the islands .",wore
cause_change,0.0,FNC-3155,"Thousands of people arrived with little more than the clothes they wore , putting great strain on the resources of the islands .",wore
people,0.0,FNC-3155,"Thousands of people arrived with little more than the clothes they wore , putting great strain on the resources of the islands .",wore
damaging,0.0,FNC-3155,"Thousands of people arrived with little more than the clothes they wore , putting great strain on the resources of the islands .",wore
commerce_scenario,0.0,FNC-3155,"Thousands of people arrived with little more than the clothes they wore , putting great strain on the resources of the islands .",wore
wearing,0.961741022076,FNC-3155,"Thousands of people arrived with little more than the clothes they wore , putting great strain on the resources of the islands .",wore
removing,0.0,FNC-3155,"Thousands of people arrived with little more than the clothes they wore , putting great strain on the resources of the islands .",wore
ride_vehicle,0.0,FNC-3155,"Thousands of people arrived with little more than the clothes they wore , putting great strain on the resources of the islands .",wore
dressing,0.231472915166,FNC-3155,"Thousands of people arrived with little more than the clothes they wore , putting great strain on the resources of the islands .",wore
operate_vehicle,0.0328477950072,FNC-3155,"Thousands of people arrived with little more than the clothes they wore , putting great strain on the resources of the islands .",wore
change_position_on_a_scale,0.0,FNC-3155,"Thousands of people arrived with little more than the clothes they wore , putting great strain on the resources of the islands .",wore
undergo_change,0.0,FNC-3155,"Thousands of people arrived with little more than the clothes they wore , putting great strain on the resources of the islands .",wore
path_traveled,0.0,FNC-3155,"Thousands of people arrived with little more than the clothes they wore , putting great strain on the resources of the islands .",wore
travel,0.0,FNC-3155,"Thousands of people arrived with little more than the clothes they wore , putting great strain on the resources of the islands .",wore
performers_and_roles,0.0,FNC-3155,"Thousands of people arrived with little more than the clothes they wore , putting great strain on the resources of the islands .",wore
locale_by_use,0.0,FNC-3155,"Thousands of people arrived with little more than the clothes they wore , putting great strain on the resources of the islands .",wore
clothing,0.348095412055,FNC-3155,"Thousands of people arrived with little more than the clothes they wore , putting great strain on the resources of the islands .",wore
part_ordered_segments,0.0306923556244,FNC-1554,Turbo Cat ferries leave the China Hong Kong City ( CHKC ) terminal twice a day ; the journey takes two hours .,journey
working_on,0.0,FNC-1554,Turbo Cat ferries leave the China Hong Kong City ( CHKC ) terminal twice a day ; the journey takes two hours .,journey
cause_change,0.0,FNC-1554,Turbo Cat ferries leave the China Hong Kong City ( CHKC ) terminal twice a day ; the journey takes two hours .,journey
people,0.0,FNC-1554,Turbo Cat ferries leave the China Hong Kong City ( CHKC ) terminal twice a day ; the journey takes two hours .,journey
food,0.0,FNC-1554,Turbo Cat ferries leave the China Hong Kong City ( CHKC ) terminal twice a day ; the journey takes two hours .,journey
employing,0.0,FNC-1554,Turbo Cat ferries leave the China Hong Kong City ( CHKC ) terminal twice a day ; the journey takes two hours .,journey
travel,0.929942764515,FNC-1554,Turbo Cat ferries leave the China Hong Kong City ( CHKC ) terminal twice a day ; the journey takes two hours .,journey
labor_product,0.0,FNC-1554,Turbo Cat ferries leave the China Hong Kong City ( CHKC ) terminal twice a day ; the journey takes two hours .,journey
create_representation,0.0393648798604,FNC-1554,Turbo Cat ferries leave the China Hong Kong City ( CHKC ) terminal twice a day ; the journey takes two hours .,journey
behind_the_scenes,0.0,FNC-1554,Turbo Cat ferries leave the China Hong Kong City ( CHKC ) terminal twice a day ; the journey takes two hours .,journey
subordinates_and_superiors,0.00509546717032,FNC-1640,QN : Do people who are new to painting often load too much paint on the brush ?,load
cause_change,0.0274376397086,FNC-1640,QN : Do people who are new to painting often load too much paint on the brush ?,load
people,0.0,FNC-1640,QN : Do people who are new to painting often load too much paint on the brush ?,load
sent_items,0.0756727237141,FNC-1640,QN : Do people who are new to painting often load too much paint on the brush ?,load
commerce_scenario,0.0,FNC-1640,QN : Do people who are new to painting often load too much paint on the brush ?,load
filling,0.675669365765,FNC-1640,QN : Do people who are new to painting often load too much paint on the brush ?,load
placing,0.330989273983,FNC-1640,QN : Do people who are new to painting often load too much paint on the brush ?,load
employing,0.0,FNC-1640,QN : Do people who are new to painting often load too much paint on the brush ?,load
cause_motion,0.0,FNC-1640,QN : Do people who are new to painting often load too much paint on the brush ?,load
undergo_change,0.154196745175,FNC-1640,QN : Do people who are new to painting often load too much paint on the brush ?,load
causation,0.0744223479765,FNC-1640,QN : Do people who are new to painting often load too much paint on the brush ?,load
bearing_arms,0.0,FNC-1640,QN : Do people who are new to painting often load too much paint on the brush ?,load
ingredients,0.0,FNC-1640,QN : Do people who are new to painting often load too much paint on the brush ?,load
building,0.00535756645829,FNC-3021,"The security team should : A : Publish a periodic bulletin and distribute to all residents , advising them how to safely store gaz and logs B : Keep the firefighters alert at all times C : Report any thing that might be a fire hazard D : Warn against the safety of children 's toys E : Urge everyone to take precautions and guard their homes tightly",Urge
communication,0.213418739609,FNC-3021,"The security team should : A : Publish a periodic bulletin and distribute to all residents , advising them how to safely store gaz and logs B : Keep the firefighters alert at all times C : Report any thing that might be a fire hazard D : Warn against the safety of children 's toys E : Urge everyone to take precautions and guard their homes tightly",Urge
cause_to_start,0.256449028059,FNC-3021,"The security team should : A : Publish a periodic bulletin and distribute to all residents , advising them how to safely store gaz and logs B : Keep the firefighters alert at all times C : Report any thing that might be a fire hazard D : Warn against the safety of children 's toys E : Urge everyone to take precautions and guard their homes tightly",Urge
people,0.0,FNC-3021,"The security team should : A : Publish a periodic bulletin and distribute to all residents , advising them how to safely store gaz and logs B : Keep the firefighters alert at all times C : Report any thing that might be a fire hazard D : Warn against the safety of children 's toys E : Urge everyone to take precautions and guard their homes tightly",Urge
food,0.0,FNC-3021,"The security team should : A : Publish a periodic bulletin and distribute to all residents , advising them how to safely store gaz and logs B : Keep the firefighters alert at all times C : Report any thing that might be a fire hazard D : Warn against the safety of children 's toys E : Urge everyone to take precautions and guard their homes tightly",Urge
attempt_suasion,0.605515230958,FNC-3021,"The security team should : A : Publish a periodic bulletin and distribute to all residents , advising them how to safely store gaz and logs B : Keep the firefighters alert at all times C : Report any thing that might be a fire hazard D : Warn against the safety of children 's toys E : Urge everyone to take precautions and guard their homes tightly",Urge
cause_motion,0.0,FNC-3021,"The security team should : A : Publish a periodic bulletin and distribute to all residents , advising them how to safely store gaz and logs B : Keep the firefighters alert at all times C : Report any thing that might be a fire hazard D : Warn against the safety of children 's toys E : Urge everyone to take precautions and guard their homes tightly",Urge
text_creation,0.0,FNC-3021,"The security team should : A : Publish a periodic bulletin and distribute to all residents , advising them how to safely store gaz and logs B : Keep the firefighters alert at all times C : Report any thing that might be a fire hazard D : Warn against the safety of children 's toys E : Urge everyone to take precautions and guard their homes tightly",Urge
experiencer_obj,0.0,FNC-3021,"The security team should : A : Publish a periodic bulletin and distribute to all residents , advising them how to safely store gaz and logs B : Keep the firefighters alert at all times C : Report any thing that might be a fire hazard D : Warn against the safety of children 's toys E : Urge everyone to take precautions and guard their homes tightly",Urge
request,0.321968800244,FNC-3021,"The security team should : A : Publish a periodic bulletin and distribute to all residents , advising them how to safely store gaz and logs B : Keep the firefighters alert at all times C : Report any thing that might be a fire hazard D : Warn against the safety of children 's toys E : Urge everyone to take precautions and guard their homes tightly",Urge
communication_manner,0.0249162462184,FNC-3021,"The security team should : A : Publish a periodic bulletin and distribute to all residents , advising them how to safely store gaz and logs B : Keep the firefighters alert at all times C : Report any thing that might be a fire hazard D : Warn against the safety of children 's toys E : Urge everyone to take precautions and guard their homes tightly",Urge
coming_up_with,0.0727210075926,FNC-3021,"The security team should : A : Publish a periodic bulletin and distribute to all residents , advising them how to safely store gaz and logs B : Keep the firefighters alert at all times C : Report any thing that might be a fire hazard D : Warn against the safety of children 's toys E : Urge everyone to take precautions and guard their homes tightly",Urge
behind_the_scenes,0.0,FNC-3021,"The security team should : A : Publish a periodic bulletin and distribute to all residents , advising them how to safely store gaz and logs B : Keep the firefighters alert at all times C : Report any thing that might be a fire hazard D : Warn against the safety of children 's toys E : Urge everyone to take precautions and guard their homes tightly",Urge
locale_by_use,0.0,FNC-3021,"The security team should : A : Publish a periodic bulletin and distribute to all residents , advising them how to safely store gaz and logs B : Keep the firefighters alert at all times C : Report any thing that might be a fire hazard D : Warn against the safety of children 's toys E : Urge everyone to take precautions and guard their homes tightly",Urge
part_ordered_segments,0.0750204706267,FNC-1678,The Scud C has a range of 500 kilometers and is manufactured in Syria with know-how from North Korea .,manufactured
building,0.543577214007,FNC-1678,The Scud C has a range of 500 kilometers and is manufactured in Syria with know-how from North Korea .,manufactured
cause_to_start,0.0,FNC-1678,The Scud C has a range of 500 kilometers and is manufactured in Syria with know-how from North Korea .,manufactured
people,0.0,FNC-1678,The Scud C has a range of 500 kilometers and is manufactured in Syria with know-how from North Korea .,manufactured
people_by_morality,0.0652998059513,FNC-1678,The Scud C has a range of 500 kilometers and is manufactured in Syria with know-how from North Korea .,manufactured
manufacturing,0.783329008499,FNC-1678,The Scud C has a range of 500 kilometers and is manufactured in Syria with know-how from North Korea .,manufactured
coming_up_with,0.0716670772344,FNC-1678,The Scud C has a range of 500 kilometers and is manufactured in Syria with know-how from North Korea .,manufactured
create_physical_artwork,0.056421536985,FNC-0639,"According to biblical tradition , although David bought the land for the Temple and carefully assembled its building materials , he was deemed unworthy of constructing the Temple because he was a man of war with blood on his hands .",constructing
opinion,0.0,FNC-0639,"According to biblical tradition , although David bought the land for the Temple and carefully assembled its building materials , he was deemed unworthy of constructing the Temple because he was a man of war with blood on his hands .",constructing
building,0.925582602505,FNC-0639,"According to biblical tradition , although David bought the land for the Temple and carefully assembled its building materials , he was deemed unworthy of constructing the Temple because he was a man of war with blood on his hands .",constructing
cause_to_start,0.156907440321,FNC-0639,"According to biblical tradition , although David bought the land for the Temple and carefully assembled its building materials , he was deemed unworthy of constructing the Temple because he was a man of war with blood on his hands .",constructing
assessing,0.0047686346152,FNC-0639,"According to biblical tradition , although David bought the land for the Temple and carefully assembled its building materials , he was deemed unworthy of constructing the Temple because he was a man of war with blood on his hands .",constructing
cause_change,0.0,FNC-0639,"According to biblical tradition , although David bought the land for the Temple and carefully assembled its building materials , he was deemed unworthy of constructing the Temple because he was a man of war with blood on his hands .",constructing
people,0.0,FNC-0639,"According to biblical tradition , although David bought the land for the Temple and carefully assembled its building materials , he was deemed unworthy of constructing the Temple because he was a man of war with blood on his hands .",constructing
manufacturing,0.183054429239,FNC-0639,"According to biblical tradition , although David bought the land for the Temple and carefully assembled its building materials , he was deemed unworthy of constructing the Temple because he was a man of war with blood on his hands .",constructing
cogitation,0.0,FNC-0639,"According to biblical tradition , although David bought the land for the Temple and carefully assembled its building materials , he was deemed unworthy of constructing the Temple because he was a man of war with blood on his hands .",constructing
coming_up_with,0.0696487628794,FNC-0639,"According to biblical tradition , although David bought the land for the Temple and carefully assembled its building materials , he was deemed unworthy of constructing the Temple because he was a man of war with blood on his hands .",constructing
expectation,0.0,FNC-0639,"According to biblical tradition , although David bought the land for the Temple and carefully assembled its building materials , he was deemed unworthy of constructing the Temple because he was a man of war with blood on his hands .",constructing
leadership,0.0306183006874,FNC-0410,"While many gambling halls opened Downtown in the 1930s and early 1940s , only two were built on the stretch of old Los Angeles Highway that ultimately became the Strip .",built
progress,0.0,FNC-0410,"While many gambling halls opened Downtown in the 1930s and early 1940s , only two were built on the stretch of old Los Angeles Highway that ultimately became the Strip .",built
building,0.613928638209,FNC-0410,"While many gambling halls opened Downtown in the 1930s and early 1940s , only two were built on the stretch of old Los Angeles Highway that ultimately became the Strip .",built
cause_to_start,0.17005643366,FNC-0410,"While many gambling halls opened Downtown in the 1930s and early 1940s , only two were built on the stretch of old Los Angeles Highway that ultimately became the Strip .",built
cause_change,0.0251997700741,FNC-0410,"While many gambling halls opened Downtown in the 1930s and early 1940s , only two were built on the stretch of old Los Angeles Highway that ultimately became the Strip .",built
people,0.0,FNC-0410,"While many gambling halls opened Downtown in the 1930s and early 1940s , only two were built on the stretch of old Los Angeles Highway that ultimately became the Strip .",built
expertise,0.0251997700741,FNC-0410,"While many gambling halls opened Downtown in the 1930s and early 1940s , only two were built on the stretch of old Los Angeles Highway that ultimately became the Strip .",built
contingency,0.0251997700741,FNC-0410,"While many gambling halls opened Downtown in the 1930s and early 1940s , only two were built on the stretch of old Los Angeles Highway that ultimately became the Strip .",built
part_whole,0.0,FNC-0410,"While many gambling halls opened Downtown in the 1930s and early 1940s , only two were built on the stretch of old Los Angeles Highway that ultimately became the Strip .",built
reliance,0.0,FNC-0410,"While many gambling halls opened Downtown in the 1930s and early 1940s , only two were built on the stretch of old Los Angeles Highway that ultimately became the Strip .",built
change_position_on_a_scale,0.0,FNC-0410,"While many gambling halls opened Downtown in the 1930s and early 1940s , only two were built on the stretch of old Los Angeles Highway that ultimately became the Strip .",built
undergo_change,0.0,FNC-0410,"While many gambling halls opened Downtown in the 1930s and early 1940s , only two were built on the stretch of old Los Angeles Highway that ultimately became the Strip .",built
manufacturing,0.39407000409,FNC-0410,"While many gambling halls opened Downtown in the 1930s and early 1940s , only two were built on the stretch of old Los Angeles Highway that ultimately became the Strip .",built
gizmo,0.0,FNC-0410,"While many gambling halls opened Downtown in the 1930s and early 1940s , only two were built on the stretch of old Los Angeles Highway that ultimately became the Strip .",built
amalgamation,0.0,FNC-0410,"While many gambling halls opened Downtown in the 1930s and early 1940s , only two were built on the stretch of old Los Angeles Highway that ultimately became the Strip .",built
coming_up_with,0.0909155507241,FNC-0410,"While many gambling halls opened Downtown in the 1930s and early 1940s , only two were built on the stretch of old Los Angeles Highway that ultimately became the Strip .",built
cause_to_amalgamate,0.0,FNC-0410,"While many gambling halls opened Downtown in the 1930s and early 1940s , only two were built on the stretch of old Los Angeles Highway that ultimately became the Strip .",built
resolve_problem,0.0,FNC-0410,"While many gambling halls opened Downtown in the 1930s and early 1940s , only two were built on the stretch of old Los Angeles Highway that ultimately became the Strip .",built
locale_by_use,0.0,FNC-0410,"While many gambling halls opened Downtown in the 1930s and early 1940s , only two were built on the stretch of old Los Angeles Highway that ultimately became the Strip .",built
ingredients,0.0,FNC-0410,"While many gambling halls opened Downtown in the 1930s and early 1940s , only two were built on the stretch of old Los Angeles Highway that ultimately became the Strip .",built
pattern,0.0961242602216,FNC-1471,"The Cycladic culture was influenced by societies in the east , importing the pottery wheel from Mesopotamia .",influenced
part_ordered_segments,0.0,FNC-1471,"The Cycladic culture was influenced by societies in the east , importing the pottery wheel from Mesopotamia .",influenced
building,0.0,FNC-1471,"The Cycladic culture was influenced by societies in the east , importing the pottery wheel from Mesopotamia .",influenced
cause_to_start,0.259856195692,FNC-1471,"The Cycladic culture was influenced by societies in the east , importing the pottery wheel from Mesopotamia .",influenced
cause_change,0.354642831112,FNC-1471,"The Cycladic culture was influenced by societies in the east , importing the pottery wheel from Mesopotamia .",influenced
people,0.0,FNC-1471,"The Cycladic culture was influenced by societies in the east , importing the pottery wheel from Mesopotamia .",influenced
subjective_influence,0.460422810687,FNC-1471,"The Cycladic culture was influenced by societies in the east , importing the pottery wheel from Mesopotamia .",influenced
being_in_effect,0.0,FNC-1471,"The Cycladic culture was influenced by societies in the east , importing the pottery wheel from Mesopotamia .",influenced
attempt_suasion,0.0903530949691,FNC-1471,"The Cycladic culture was influenced by societies in the east , importing the pottery wheel from Mesopotamia .",influenced
objective_influence,0.388819426691,FNC-1471,"The Cycladic culture was influenced by societies in the east , importing the pottery wheel from Mesopotamia .",influenced
influence_of_event_on_cognizer,0.364388251145,FNC-1471,"The Cycladic culture was influenced by societies in the east , importing the pottery wheel from Mesopotamia .",influenced
coming_up_with,0.0,FNC-1471,"The Cycladic culture was influenced by societies in the east , importing the pottery wheel from Mesopotamia .",influenced
causation,0.0903530949691,FNC-1471,"The Cycladic culture was influenced by societies in the east , importing the pottery wheel from Mesopotamia .",influenced
differentiation,0.0,FNC-1471,"The Cycladic culture was influenced by societies in the east , importing the pottery wheel from Mesopotamia .",influenced
create_physical_artwork,0.00484847128452,FNC-1143,"The Foshan Art Porcelain Factory has traditional designs , but also some attractive modern pieces .",Factory
people,0.0,FNC-1143,"The Foshan Art Porcelain Factory has traditional designs , but also some attractive modern pieces .",Factory
commerce_scenario,0.0,FNC-1143,"The Foshan Art Porcelain Factory has traditional designs , but also some attractive modern pieces .",Factory
expensiveness,0.0,FNC-1143,"The Foshan Art Porcelain Factory has traditional designs , but also some attractive modern pieces .",Factory
employing,0.0397031595199,FNC-1143,"The Foshan Art Porcelain Factory has traditional designs , but also some attractive modern pieces .",Factory
gizmo,0.0,FNC-1143,"The Foshan Art Porcelain Factory has traditional designs , but also some attractive modern pieces .",Factory
buildings,0.881320028533,FNC-1143,"The Foshan Art Porcelain Factory has traditional designs , but also some attractive modern pieces .",Factory
defend,0.0,FNC-1143,"The Foshan Art Porcelain Factory has traditional designs , but also some attractive modern pieces .",Factory
locale_by_use,0.46926612812,FNC-1143,"The Foshan Art Porcelain Factory has traditional designs , but also some attractive modern pieces .",Factory
leadership,0.0055768021908,FNC-1255,"With its garish pagodas , artificial caves , and brightly painted statues of well-known Taoist and Buddhist legends , the garden is an obvious photo opportunity .",garden
emptying,0.0610421697845,FNC-1255,"With its garish pagodas , artificial caves , and brightly painted statues of well-known Taoist and Buddhist legends , the garden is an obvious photo opportunity .",garden
conduct,0.0,FNC-1255,"With its garish pagodas , artificial caves , and brightly painted statues of well-known Taoist and Buddhist legends , the garden is an obvious photo opportunity .",garden
cutting,0.0300294917272,FNC-1255,"With its garish pagodas , artificial caves , and brightly painted statues of well-known Taoist and Buddhist legends , the garden is an obvious photo opportunity .",garden
social_event,0.0873101559079,FNC-1255,"With its garish pagodas , artificial caves , and brightly painted statues of well-known Taoist and Buddhist legends , the garden is an obvious photo opportunity .",garden
medical_conditions,0.0,FNC-1255,"With its garish pagodas , artificial caves , and brightly painted statues of well-known Taoist and Buddhist legends , the garden is an obvious photo opportunity .",garden
people,0.0,FNC-1255,"With its garish pagodas , artificial caves , and brightly painted statues of well-known Taoist and Buddhist legends , the garden is an obvious photo opportunity .",garden
food,0.0,FNC-1255,"With its garish pagodas , artificial caves , and brightly painted statues of well-known Taoist and Buddhist legends , the garden is an obvious photo opportunity .",garden
part_whole,0.0873101559079,FNC-1255,"With its garish pagodas , artificial caves , and brightly painted statues of well-known Taoist and Buddhist legends , the garden is an obvious photo opportunity .",garden
removing,0.0,FNC-1255,"With its garish pagodas , artificial caves , and brightly painted statues of well-known Taoist and Buddhist legends , the garden is an obvious photo opportunity .",garden
residence,0.0,FNC-1255,"With its garish pagodas , artificial caves , and brightly painted statues of well-known Taoist and Buddhist legends , the garden is an obvious photo opportunity .",garden
growing_food,0.352583138404,FNC-1255,"With its garish pagodas , artificial caves , and brightly painted statues of well-known Taoist and Buddhist legends , the garden is an obvious photo opportunity .",garden
gizmo,0.0,FNC-1255,"With its garish pagodas , artificial caves , and brightly painted statues of well-known Taoist and Buddhist legends , the garden is an obvious photo opportunity .",garden
assistance,0.0,FNC-1255,"With its garish pagodas , artificial caves , and brightly painted statues of well-known Taoist and Buddhist legends , the garden is an obvious photo opportunity .",garden
buildings,0.0,FNC-1255,"With its garish pagodas , artificial caves , and brightly painted statues of well-known Taoist and Buddhist legends , the garden is an obvious photo opportunity .",garden
building_subparts,0.249028406094,FNC-1255,"With its garish pagodas , artificial caves , and brightly painted statues of well-known Taoist and Buddhist legends , the garden is an obvious photo opportunity .",garden
shapes,0.0,FNC-1255,"With its garish pagodas , artificial caves , and brightly painted statues of well-known Taoist and Buddhist legends , the garden is an obvious photo opportunity .",garden
first_rank,0.0,FNC-1255,"With its garish pagodas , artificial caves , and brightly painted statues of well-known Taoist and Buddhist legends , the garden is an obvious photo opportunity .",garden
locale_by_use,0.521913320543,FNC-1255,"With its garish pagodas , artificial caves , and brightly painted statues of well-known Taoist and Buddhist legends , the garden is an obvious photo opportunity .",garden
create_physical_artwork,0.645143104821,FNC-0433,"The individual artisans ' shops are no longer here , but you can visit a silk - weaving factory , a ceramics plant , and the Foshan Folk Art Studio , where you can observe workers making Chinese lanterns , carving sculptures , painting scrolls , and cutting intricate designs in paper .",carving
building,0.343065327565,FNC-0433,"The individual artisans ' shops are no longer here , but you can visit a silk - weaving factory , a ceramics plant , and the Foshan Folk Art Studio , where you can observe workers making Chinese lanterns , carving sculptures , painting scrolls , and cutting intricate designs in paper .",carving
cutting,0.707215428633,FNC-0433,"The individual artisans ' shops are no longer here , but you can visit a silk - weaving factory , a ceramics plant , and the Foshan Folk Art Studio , where you can observe workers making Chinese lanterns , carving sculptures , painting scrolls , and cutting intricate designs in paper .",carving
cause_to_fragment,0.138594409493,FNC-0433,"The individual artisans ' shops are no longer here , but you can visit a silk - weaving factory , a ceramics plant , and the Foshan Folk Art Studio , where you can observe workers making Chinese lanterns , carving sculptures , painting scrolls , and cutting intricate designs in paper .",carving
cause_to_start,0.0,FNC-0433,"The individual artisans ' shops are no longer here , but you can visit a silk - weaving factory , a ceramics plant , and the Foshan Folk Art Studio , where you can observe workers making Chinese lanterns , carving sculptures , painting scrolls , and cutting intricate designs in paper .",carving
people,0.0,FNC-0433,"The individual artisans ' shops are no longer here , but you can visit a silk - weaving factory , a ceramics plant , and the Foshan Folk Art Studio , where you can observe workers making Chinese lanterns , carving sculptures , painting scrolls , and cutting intricate designs in paper .",carving
food,0.0,FNC-0433,"The individual artisans ' shops are no longer here , but you can visit a silk - weaving factory , a ceramics plant , and the Foshan Folk Art Studio , where you can observe workers making Chinese lanterns , carving sculptures , painting scrolls , and cutting intricate designs in paper .",carving
becoming_separated,0.0,FNC-0433,"The individual artisans ' shops are no longer here , but you can visit a silk - weaving factory , a ceramics plant , and the Foshan Folk Art Studio , where you can observe workers making Chinese lanterns , carving sculptures , painting scrolls , and cutting intricate designs in paper .",carving
removing,0.136480228324,FNC-0433,"The individual artisans ' shops are no longer here , but you can visit a silk - weaving factory , a ceramics plant , and the Foshan Folk Art Studio , where you can observe workers making Chinese lanterns , carving sculptures , painting scrolls , and cutting intricate designs in paper .",carving
employing,0.0,FNC-0433,"The individual artisans ' shops are no longer here , but you can visit a silk - weaving factory , a ceramics plant , and the Foshan Folk Art Studio , where you can observe workers making Chinese lanterns , carving sculptures , painting scrolls , and cutting intricate designs in paper .",carving
cause_motion,0.0,FNC-0433,"The individual artisans ' shops are no longer here , but you can visit a silk - weaving factory , a ceramics plant , and the Foshan Folk Art Studio , where you can observe workers making Chinese lanterns , carving sculptures , painting scrolls , and cutting intricate designs in paper .",carving
undergo_change,0.0,FNC-0433,"The individual artisans ' shops are no longer here , but you can visit a silk - weaving factory , a ceramics plant , and the Foshan Folk Art Studio , where you can observe workers making Chinese lanterns , carving sculptures , painting scrolls , and cutting intricate designs in paper .",carving
create_representation,0.169454327197,FNC-0433,"The individual artisans ' shops are no longer here , but you can visit a silk - weaving factory , a ceramics plant , and the Foshan Folk Art Studio , where you can observe workers making Chinese lanterns , carving sculptures , painting scrolls , and cutting intricate designs in paper .",carving
coming_up_with,0.0,FNC-0433,"The individual artisans ' shops are no longer here , but you can visit a silk - weaving factory , a ceramics plant , and the Foshan Folk Art Studio , where you can observe workers making Chinese lanterns , carving sculptures , painting scrolls , and cutting intricate designs in paper .",carving
buildings,0.0,FNC-0433,"The individual artisans ' shops are no longer here , but you can visit a silk - weaving factory , a ceramics plant , and the Foshan Folk Art Studio , where you can observe workers making Chinese lanterns , carving sculptures , painting scrolls , and cutting intricate designs in paper .",carving
separating,0.0,FNC-0433,"The individual artisans ' shops are no longer here , but you can visit a silk - weaving factory , a ceramics plant , and the Foshan Folk Art Studio , where you can observe workers making Chinese lanterns , carving sculptures , painting scrolls , and cutting intricate designs in paper .",carving
closure,0.165127116724,FNC-0858,"Two bronze lions , carrying out feng shui principles , guard its doors .",doors
conduct,0.00531740083965,FNC-0858,"Two bronze lions , carrying out feng shui principles , guard its doors .",doors
people,0.0,FNC-0858,"Two bronze lions , carrying out feng shui principles , guard its doors .",doors
hindering,0.0,FNC-0858,"Two bronze lions , carrying out feng shui principles , guard its doors .",doors
part_whole,0.0435431296545,FNC-0858,"Two bronze lions , carrying out feng shui principles , guard its doors .",doors
inchoative_attaching,0.0,FNC-0858,"Two bronze lions , carrying out feng shui principles , guard its doors .",doors
connecting_architecture,0.527335919885,FNC-0858,"Two bronze lions , carrying out feng shui principles , guard its doors .",doors
architectural_part,0.746642836128,FNC-0858,"Two bronze lions , carrying out feng shui principles , guard its doors .",doors
shaped_part,0.0,FNC-0858,"Two bronze lions , carrying out feng shui principles , guard its doors .",doors
gizmo,0.0873467044329,FNC-0858,"Two bronze lions , carrying out feng shui principles , guard its doors .",doors
buildings,0.0745302307107,FNC-0858,"Two bronze lions , carrying out feng shui principles , guard its doors .",doors
building_subparts,0.16631536249,FNC-0858,"Two bronze lions , carrying out feng shui principles , guard its doors .",doors
defend,0.0,FNC-0858,"Two bronze lions , carrying out feng shui principles , guard its doors .",doors
attaching,0.0,FNC-0858,"Two bronze lions , carrying out feng shui principles , guard its doors .",doors
locale_by_use,0.0,FNC-0858,"Two bronze lions , carrying out feng shui principles , guard its doors .",doors
separating,0.0,FNC-0858,"Two bronze lions , carrying out feng shui principles , guard its doors .",doors
membership,0.0172824717249,FNC-1711,Your contribution to Goodwill will mean more than you may know .,mean
relating_concepts,0.322863052986,FNC-1711,Your contribution to Goodwill will mean more than you may know .,mean
building,0.00589184006623,FNC-1711,Your contribution to Goodwill will mean more than you may know .,mean
communication,0.0860538507999,FNC-1711,Your contribution to Goodwill will mean more than you may know .,mean
importance,0.441189772613,FNC-1711,Your contribution to Goodwill will mean more than you may know .,mean
cause_to_start,0.0482470973401,FNC-1711,Your contribution to Goodwill will mean more than you may know .,mean
evidence,0.0922423742437,FNC-1711,Your contribution to Goodwill will mean more than you may know .,mean
simple_name,0.0,FNC-1711,Your contribution to Goodwill will mean more than you may know .,mean
successfully_communicate_message,0.0,FNC-1711,Your contribution to Goodwill will mean more than you may know .,mean
cogitation,0.0,FNC-1711,Your contribution to Goodwill will mean more than you may know .,mean
coming_up_with,0.0,FNC-1711,Your contribution to Goodwill will mean more than you may know .,mean
purpose,0.182322793808,FNC-1711,Your contribution to Goodwill will mean more than you may know .,mean
